1	1	1	1
12	1	1	2
32	1	1	3
40	1	1	4
58	1	1	5
79	1	1	6
95	1	1	7
125	1	1	8
140	1	1	9
160	1	1	10
179	1	1	11
204	1	1	12
228	1	1	13
236	1	1	14
266	1	1	15
282	1	1	16
314	1	1	17
327	1	1	18
352	1	1	19
360	1	1	20
380	1	1	21
414	1	1	22
438	1	1	23
446	1	1	24
467	1	1	25
495	1	1	26
534	1	1	27
552	1	1	28
590	1	1	29
622	1	1	30
654	1	1	31
674	1	2	1
684	1	2	2
707	1	2	3
728	1	2	4
745	1	2	5
778	1	2	6
791	1	2	7
815	1	2	8
832	1	2	9
863	1	2	10
882	1	2	11
898	1	2	12
912	1	2	13
926	1	2	14
945	1	2	15
962	1	2	16
978	1	2	17
996	1	2	18
1012	1	2	19
1050	1	2	20
1078	1	2	21
1097	1	2	22
1116	1	2	23
1139	1	2	24
1157	1	2	25
1168	1	3	1
1198	1	3	2
1211	1	3	3
1232	1	3	4
1242	1	3	5
1261	1	3	6
1298	1	3	7
1315	1	3	8
1344	1	3	9
1355	1	3	10
1370	1	3	11
1389	1	3	12
1406	1	3	13
1425	1	3	14
1456	1	3	15
1477	1	3	16
1498	1	3	17
1530	1	3	18
1542	1	3	19
1562	1	3	20
1575	1	3	21
1588	1	3	22
1622	1	3	23
1638	1	3	24
1667	1	4	1
1686	1	4	2
1704	1	4	3
1719	1	4	4
1738	1	4	5
1754	1	4	6
1766	1	4	7
1787	1	4	8
1808	1	4	9
1824	1	4	10
1836	1	4	11
1854	1	4	12
1871	1	4	13
1880	1	4	14
1907	1	4	15
1929	1	4	16
1943	1	4	17
1967	1	4	18
1988	1	4	19
2003	1	4	20
2015	1	4	21
2027	1	4	22
2044	1	4	23
2067	1	4	24
2076	1	4	25
2101	1	4	26
2120	1	5	1
2134	1	5	2
2149	1	5	3
2167	1	5	4
2183	1	5	5
2198	1	5	6
2210	1	5	7
2228	1	5	8
2242	1	5	9
2251	1	5	10
2270	1	5	11
2283	1	5	12
2292	1	5	13
2310	1	5	14
2323	1	5	15
2335	1	5	16
2353	1	5	17
2368	1	5	18
2382	1	5	19
2397	1	5	20
2412	1	5	21
2423	1	5	22
2441	1	5	23
2454	1	5	24
2466	1	5	25
2480	1	5	26
2500	1	5	27
2515	1	5	28
2528	1	5	29
2549	1	5	30
2569	1	5	31
2584	1	5	32
2601	1	6	1
2617	1	6	2
2637	1	6	3
2660	1	6	4
2696	1	6	5
2717	1	6	6
2732	1	6	7
2761	1	6	8
2768	1	6	9
2783	1	6	10
2795	1	6	11
2808	1	6	12
2826	1	6	13
2850	1	6	14
2871	1	6	15
2889	1	6	16
2913	1	6	17
2942	1	6	18
2961	1	6	19
2983	1	6	20
3008	1	6	21
3027	1	6	22
3038	1	7	1
3062	1	7	2
3087	1	7	3
3105	1	7	4
3133	1	7	5
3141	1	7	6
3155	1	7	7
3174	1	7	8
3197	1	7	9
3214	1	7	10
3228	1	7	11
3263	1	7	12
3275	1	7	13
3302	1	7	14
3336	1	7	15
3353	1	7	16
3372	1	7	17
3396	1	7	18
