1	Gen	1	1
12	Gen	1	2
32	Gen	1	3
40	Gen	1	4
58	Gen	1	5
79	Gen	1	6
95	Gen	1	7
125	Gen	1	8
140	Gen	1	9
160	Gen	1	10
179	Gen	1	11
204	Gen	1	12
228	Gen	1	13
236	Gen	1	14
266	Gen	1	15
282	Gen	1	16
314	Gen	1	17
327	Gen	1	18
352	Gen	1	19
360	Gen	1	20
380	Gen	1	21
414	Gen	1	22
438	Gen	1	23
446	Gen	1	24
467	Gen	1	25
495	Gen	1	26
534	Gen	1	27
552	Gen	1	28
590	Gen	1	29
622	Gen	1	30
654	Gen	1	31
674	Gen	2	1
684	Gen	2	2
707	Gen	2	3
728	Gen	2	4
745	Gen	2	5
778	Gen	2	6
791	Gen	2	7
815	Gen	2	8
832	Gen	2	9
863	Gen	2	10
882	Gen	2	11
898	Gen	2	12
912	Gen	2	13
926	Gen	2	14
945	Gen	2	15
962	Gen	2	16
978	Gen	2	17
996	Gen	2	18
1012	Gen	2	19
1050	Gen	2	20
1078	Gen	2	21
1097	Gen	2	22
1116	Gen	2	23
1139	Gen	2	24
1157	Gen	2	25
1168	Gen	3	1
1198	Gen	3	2
1211	Gen	3	3
1232	Gen	3	4
1242	Gen	3	5
1261	Gen	3	6
1298	Gen	3	7
1315	Gen	3	8
1344	Gen	3	9
1355	Gen	3	10
1370	Gen	3	11
1389	Gen	3	12
1406	Gen	3	13
1425	Gen	3	14
1456	Gen	3	15
1477	Gen	3	16
1498	Gen	3	17
1530	Gen	3	18
1542	Gen	3	19
1562	Gen	3	20
1575	Gen	3	21
1588	Gen	3	22
1622	Gen	3	23
1638	Gen	3	24
1667	Gen	4	1
1686	Gen	4	2
1704	Gen	4	3
1719	Gen	4	4
1738	Gen	4	5
1754	Gen	4	6
1766	Gen	4	7
1787	Gen	4	8
1808	Gen	4	9
1824	Gen	4	10
1836	Gen	4	11
1854	Gen	4	12
1871	Gen	4	13
1880	Gen	4	14
1907	Gen	4	15
1929	Gen	4	16
1943	Gen	4	17
1967	Gen	4	18
1988	Gen	4	19
2003	Gen	4	20
2015	Gen	4	21
2027	Gen	4	22
2044	Gen	4	23
2067	Gen	4	24
2076	Gen	4	25
2101	Gen	4	26
2120	Gen	5	1
2134	Gen	5	2
2149	Gen	5	3
2167	Gen	5	4
2183	Gen	5	5
2198	Gen	5	6
2210	Gen	5	7
2228	Gen	5	8
2242	Gen	5	9
2251	Gen	5	10
2270	Gen	5	11
2283	Gen	5	12
2292	Gen	5	13
2310	Gen	5	14
2323	Gen	5	15
2335	Gen	5	16
2353	Gen	5	17
2368	Gen	5	18
2382	Gen	5	19
2397	Gen	5	20
2412	Gen	5	21
2423	Gen	5	22
2441	Gen	5	23
2454	Gen	5	24
2466	Gen	5	25
2480	Gen	5	26
2500	Gen	5	27
2515	Gen	5	28
2528	Gen	5	29
2549	Gen	5	30
2569	Gen	5	31
2584	Gen	5	32
2601	Gen	6	1
2617	Gen	6	2
2637	Gen	6	3
2660	Gen	6	4
2696	Gen	6	5
2717	Gen	6	6
2732	Gen	6	7
2761	Gen	6	8
2768	Gen	6	9
2783	Gen	6	10
2795	Gen	6	11
2808	Gen	6	12
2826	Gen	6	13
2850	Gen	6	14
2871	Gen	6	15
2889	Gen	6	16
2913	Gen	6	17
2942	Gen	6	18
2961	Gen	6	19
2983	Gen	6	20
3008	Gen	6	21
3027	Gen	6	22
3038	Gen	7	1
3062	Gen	7	2
3087	Gen	7	3
3105	Gen	7	4
3133	Gen	7	5
3141	Gen	7	6
3155	Gen	7	7
3174	Gen	7	8
3197	Gen	7	9
3214	Gen	7	10
3228	Gen	7	11
3263	Gen	7	12
3275	Gen	7	13
3302	Gen	7	14
3336	Gen	7	15
3353	Gen	7	16
3372	Gen	7	17
3396	Gen	7	18
3414	Gen	7	19
3435	Gen	7	20
3448	Gen	7	21
3482	Gen	7	22
3496	Gen	7	23
3533	Gen	7	24
3544	Gen	8	1
3575	Gen	8	2
3590	Gen	8	3
3611	Gen	8	4
3630	Gen	8	5
3654	Gen	8	6
3669	Gen	8	7
3687	Gen	8	8
3705	Gen	8	9
3739	Gen	8	10
3754	Gen	8	11
3780	Gen	8	12
3797	Gen	8	13
3835	Gen	8	14
3852	Gen	8	15
3859	Gen	8	16
3872	Gen	8	17
3911	Gen	8	18
3922	Gen	8	19
3943	Gen	8	20
3970	Gen	8	21
4014	Gen	8	22
4036	Gen	9	1
4055	Gen	9	2
4086	Gen	9	3
4102	Gen	9	4
4109	Gen	9	5
4135	Gen	9	6
4152	Gen	9	7
4164	Gen	9	8
4175	Gen	9	9
4186	Gen	9	10
4217	Gen	9	11
4241	Gen	9	12
4264	Gen	9	13
4280	Gen	9	14
4295	Gen	9	15
4323	Gen	9	16
4350	Gen	9	17
4370	Gen	9	18
4389	Gen	9	19
4400	Gen	9	20
4409	Gen	9	21
4421	Gen	9	22
4437	Gen	9	23
4466	Gen	9	24
4480	Gen	9	25
4489	Gen	9	26
4500	Gen	9	27
4514	Gen	9	28
4526	Gen	9	29
4539	Gen	10	1
4555	Gen	10	2
4570	Gen	10	3
4578	Gen	10	4
4587	Gen	10	5
4602	Gen	10	6
4612	Gen	10	7
4630	Gen	10	8
4643	Gen	10	9
4660	Gen	10	10
4674	Gen	10	11
4691	Gen	10	12
4704	Gen	10	13
4718	Gen	10	14
4732	Gen	10	15
4741	Gen	10	16
4753	Gen	10	17
4765	Gen	10	18
4783	Gen	10	19
4804	Gen	10	20
4815	Gen	10	21
4829	Gen	10	22
4840	Gen	10	23
4850	Gen	10	24
4860	Gen	10	25
4880	Gen	10	26
4894	Gen	10	27
4903	Gen	10	28
4912	Gen	10	29
4925	Gen	10	30
4935	Gen	10	31
4946	Gen	10	32
4966	Gen	11	1
4976	Gen	11	2
4991	Gen	11	3
5018	Gen	11	4
5042	Gen	11	5
5059	Gen	11	6
5085	Gen	11	7
5097	Gen	11	8
5114	Gen	11	9
5137	Gen	11	10
5152	Gen	11	11
5167	Gen	11	12
5178	Gen	11	13
5196	Gen	11	14
5205	Gen	11	15
5223	Gen	11	16
5234	Gen	11	17
5252	Gen	11	18
5261	Gen	11	19
5278	Gen	11	20
5289	Gen	11	21
5306	Gen	11	22
5315	Gen	11	23
5329	Gen	11	24
5340	Gen	11	25
5358	Gen	11	26
5372	Gen	11	27
5390	Gen	11	28
5403	Gen	11	29
5426	Gen	11	30
5433	Gen	11	31
5470	Gen	11	32
5484	Gen	12	1
5505	Gen	12	2
5518	Gen	12	3
5531	Gen	12	4
5555	Gen	12	5
5590	Gen	12	6
5609	Gen	12	7
5633	Gen	12	8
5665	Gen	12	9
5673	Gen	12	10
5693	Gen	12	11
5714	Gen	12	12
5731	Gen	12	13
5745	Gen	12	14
5762	Gen	12	15
5778	Gen	12	16
5800	Gen	12	17
5815	Gen	12	18
5833	Gen	12	19
5850	Gen	12	20
5866	Gen	13	1
5883	Gen	13	2
5897	Gen	13	3
5922	Gen	13	4
5939	Gen	13	5
5953	Gen	13	6
5972	Gen	13	7
5995	Gen	13	8
