12289	10	24	61
12312	10	24	62
12326	10	24	63
12346	10	24	64
12361	10	24	65
12390	10	24	66
12402	10	24	67
12425	10	25	1
12434	10	25	2
12454	10	25	3
12471	10	25	4
12487	10	25	5
12496	10	25	6
12520	10	25	7
12536	10	25	8
12551	10	25	9
12573	10	25	10
12588	10	25	11
12605	10	25	12
12620	10	25	13
12638	10	25	14
12644	10	25	15
12651	10	25	16
12668	10	25	17
12689	10	25	18
12706	10	25	19
12716	10	25	20
12740	10	25	21
12759	10	25	22
12778	10	25	23
12801	10	25	24
12811	10	25	25
12824	10	25	26
12847	10	25	27
12865	10	25	28
12879	10	25	29
12892	10	25	30
12914	10	25	31
12924	10	25	32
12937	10	25	33
12954	10	25	34
12977	10	26	1
13003	10	26	2
13019	10	26	3
13052	10	26	4
13078	10	26	5
13091	10	26	6
13096	10	26	7
13123	10	26	8
13148	10	26	9
13173	10	26	10
13192	10	26	11
13213	10	26	12
13233	10	26	13
13246	10	26	14
13261	10	26	15
13278	10	26	16
13290	10	26	17
13303	10	26	18
13335	10	26	19
13348	10	26	20
13369	10	26	21
13381	10	26	22
13409	10	26	23
13415	10	26	24
13445	10	26	25
13464	10	26	26
13477	10	26	27
13492	10	26	28
13513	10	26	29
13536	10	26	30
13544	10	26	31
13563	10	26	32
13588	10	26	33
13604	10	26	34
13626	10	26	35
13635	10	27	1
13660	10	27	2
13669	10	27	3
13685	10	27	4
13704	10	27	5
13723	10	27	6
13741	10	27	7
13758	10	27	8
13769	10	27	9
13792	10	27	10
13805	10	27	11
13820	10	27	12
13836	10	27	13
13851	10	27	14
13867	10	27	15
13890	10	27	16
13903	10	27	17
13918	10	27	18
13931	10	27	19
13955	10	27	20
13974	10	27	21
13991	10	27	22
14010	10	27	23
14023	10	27	24
14032	10	27	25
14055	10	27	26
14066	10	27	27
14089	10	27	28
14108	10	27	29
14128	10	27	30
14155	10	27	31
14179	10	27	32
14192	10	27	33
14222	10	27	34
14244	10	27	35
14253	10	27	36
14279	10	27	37
14309	10	27	38
14330	10	27	39
14351	10	27	40
14370	10	27	41
14395	10	27	42
14424	10	27	43
14438	10	27	44
14448	10	27	45
14471	10	27	46
14499	10	28	1
14518	10	28	2
14537	10	28	3
14551	10	28	4
14572	10	28	5
14593	10	28	6
14626	10	28	7
14638	10	28	8
14649	10	28	9
14669	10	28	10
14678	10	28	11
14706	10	28	12
14726	10	28	13
14752	10	28	14
14778	10	28	15
14806	10	28	16
14825	10	28	17
14846	10	28	18
14869	10	28	19
14887	10	28	20
14917	10	28	21
14930	10	28	22
14949	10	29	1
14958	10	29	2
14991	10	29	3
15023	10	29	4
15036	10	29	5
15048	10	29	6
15065	10	29	7
15083	10	29	8
15107	10	29	9
15122	10	29	10
15160	10	29	11
15171	10	29	12
15191	10	29	13
15225	10	29	14
15239	10	29	15
15255	10	29	16
15269	10	29	17
15281	10	29	18
15296	10	29	19
15311	10	29	20
15328	10	29	21
15342	10	29	22
15353	10	29	23
15370	10	29	24
15381	10	29	25
15407	10	29	26
15423	10	29	27
15441	10	29	28
15458	10	29	29
15470	10	29	30
15489	10	29	31
15502	10	29	32
15523	10	29	33
15547	10	29	34
15571	10	29	35
15593	10	30	1
15618	10	30	2
15635	10	30	3
15651	10	30	4
15663	10	30	5
15671	10	30	6
15690	10	30	7
15702	10	30	8
15716	10	30	9
15735	10	30	10
15743	10	30	11
15753	10	30	12
15762	10	30	13
15775	10	30	14
15805	10	30	15
15831	10	30	16
15862	10	30	17
15875	10	30	18
15890	10	30	19
15900	10	30	20
15922	10	30	21
15931	10	30	22
15944	10	30	23
15955	10	30	24
15967	10	30	25
15988	10	30	26
16007	10	30	27
16023	10	30	28
16030	10	30	29
16044	10	30	30
16069	10	30	31
16092	10	30	32
16123	10	30	33
16153	10	30	34
16161	10	30	35
16201	10	30	36
16218	10	30	37
16241	10	30	38
16271	10	30	39
16286	10	30	40
16316	10	30	41
16343	10	30	42
16361	10	30	43
16380	10	31	1
16407	10	31	2
16420	10	31	3
16435	10	31	4
16449	10	31	5
16468	10	31	6
16478	10	31	7
16495	10	31	8
16520	10	31	9
16529	10	31	10
16556	10	31	11
16568	10	31	12
16595	10	31	13
16621	10	31	14
16638	10	31	15
16651	10	31	16
16673	10	31	17
16686	10	31	18
16711	10	31	19
16727	10	31	20
16742	10	31	21
16763	10	31	22
16775	10	31	23
16793	10	31	24
16817	10	31	25
16839	10	31	26
16857	10	31	27
16880	10	31	28
16893	10	31	29
16919	10	31	30
16933	10	31	31
16950	10	31	32
16973	10	31	33
17002	10	31	34
17027	10	31	35
17055	10	31	36
17077	10	31	37
17098	10	31	38
17113	10	31	39
17127	10	31	40
17143	10	31	41
17167	10	31	42
17192	10	31	43
17231	10	31	44
17246	10	31	45
17253	10	31	46
17272	10	31	47
17283	10	31	48
17301	10	31	49
17316	10	31	50
17335	10	31	51
17354	10	31	52
17392	10	31	53
17408	10	31	54
17430	10	31	55
17453	10	32	1
17463	10	32	2
17480	10	32	3
17493	10	32	4
17515	10	32	5
17537	10	32	6
17560	10	32	7
17588	10	32	8
17608	10	32	9
17631	10	32	10
17660	10	32	11
17679	10	32	12
17698	10	32	13
17717	10	32	14
17727	10	32	15
17742	10	32	16
17766	10	32	17
17793	10	32	18
17811	10	32	19
17842	10	32	20
17868	10	32	21
17885	10	32	22
17910	10	32	23
17922	10	32	24
17935	10	32	25
17954	10	32	26
17968	10	32	27
17976	10	32	28
17995	10	32	29
18014	10	32	30
18030	10	32	31
18045	10	32	32
18075	10	33	1
18105	10	33	2
18127	10	33	3
18141	10	33	4
18156	10	33	5
18183	10	33	6
18192	10	33	7
18208	10	33	8
18227	10	33	9
18238	10	33	10
18265	10	33	11
18285	10	33	12
18294	10	33	13
18320	10	33	14
18349	10	33	15
18369	10	33	16
18380	10	33	17
18400	10	33	18
18421	10	33	19
18440	10	33	20
18450	10	34	1
18465	10	34	2
18484	10	34	3
18502	10	34	4
18519	10	34	5
18540	10	34	6
18550	10	34	7
18581	10	34	8
18599	10	34	9
18610	10	34	10
18625	10	34	11
18642	10	34	12
18662	10	34	13
18681	10	34	14
18705	10	34	15
18718	10	34	16
18736	10	34	17
18749	10	34	18
18761	10	34	19
18782	10	34	20
18798	10	34	21
18832	10	34	22
18856	10	34	23
18872	10	34	24
18892	10	34	25
18924	10	34	26
18944	10	34	27
18957	10	34	28
18978	10	34	29
18999	10	34	30
19036	10	34	31
19044	10	35	1
19071	10	35	2
19094	10	35	3
19120	10	35	4
19149	10	35	5
19166	10	35	6
19183	10	35	7
19205	10	35	8
19224	10	35	9
19238	10	35	10
19259	10	35	11
19280	10	35	12
19301	10	35	13
19312	10	35	14
19332	10	35	15
19345	10	35	16
19365	10	35	17
19383	10	35	18
19399	10	35	19
19409	10	35	20
19422	10	35	21
19432	10	35	22
19460	10	35	23
19475	10	35	24
19480	10	35	25
19488	10	35	26
19505	10	35	27
19521	10	35	28
19530	10	35	29
19550	10	36	1
19556	10	36	2
19578	10	36	3
19585	10	36	4
19597	10	36	5
19617	10	36	6
19657	10	36	7
19675	10	36	8
19684	10	36	9
19693	10	36	10
19707	10	36	11
19718	10	36	12
19737	10	36	13
19753	10	36	14
19776	10	36	15
19792	10	36	16
19807	10	36	17
19832	10	36	18
19851	10	36	19
19859	10	36	20
19874	10	36	21
19889	10	36	22
19900	10	36	23
19912	10	36	24
19938	10	36	25
19947	10	36	26
19958	10	36	27
19966	10	36	28
19972	10	36	29
19984	10	36	30
19999	10	36	31
20015	10	36	32
20026	10	36	33
20037	10	36	34
20048	10	36	35
20068	10	36	36
20077	10	36	37
20088	10	36	38
20097	10	36	39
20118	10	36	40
20135	10	36	41
20141	10	36	42
20147	10	36	43
20163	10	37	1
20173	10	37	2
20208	10	37	3
20226	10	37	4
20245	10	37	5
20258	10	37	6
20269	10	37	7
20293	10	37	8
20315	10	37	9
20344	10	37	10
20377	10	37	11
20387	10	37	12
20397	10	37	13
20416	10	37	14
20441	10	37	15
20458	10	37	16
20470	10	37	17
20491	10	37	18
20506	10	37	19
20518	10	37	20
20539	10	37	21
20551	10	37	22
20583	10	37	23
20603	10	37	24
20617	10	37	25
20646	10	37	26
20661	10	37	27
20679	10	37	28
20708	10	37	29
20725	10	37	30
20739	10	37	31
20756	10	37	32
20778	10	37	33
20790	10	37	34
20805	10	37	35
20830	10	37	36
20844	10	38	1
20865	10	38	2
20880	10	38	3
20890	10	38	4
20901	10	38	5
20919	10	38	6
20929	10	38	7
20941	10	38	8
20958	10	38	9
20983	10	38	10
20994	10	38	11
21023	10	38	12
21048	10	38	13
21061	10	38	14
21095	10	38	15
21105	10	38	16
21131	10	38	17
21147	10	38	18
21174	10	38	19
21187	10	38	20
21210	10	38	21
21234	10	38	22
21253	10	38	23
21272	10	38	24
21299	10	38	25
21331	10	38	26
21352	10	38	27
21362	10	38	28
21383	10	38	29
21402	10	38	30
21415	10	39	1
21436	10	39	2
21452	10	39	3
21467	10	39	4
21487	10	39	5
21527	10	39	6
21555	10	39	7
21574	10	39	8
21598	10	39	9
21631	10	39	10
21649	10	39	11
21674	10	39	12
21693	10	39	13
21706	10	39	14
21734	10	39	15
21753	10	39	16
21762	10	39	17
21784	10	39	18
21799	10	39	19
21823	10	39	20
21847	10	39	21
21865	10	39	22
21892	10	39	23
21913	10	40	1
21932	10	40	2
21947	10	40	3
21965	10	40	4
21981	10	40	5
22009	10	40	6
22022	10	40	7
22040	10	40	8
22061	10	40	9
22080	10	40	10
22095	10	40	11
22119	10	40	12
22131	10	40	13
22157	10	40	14
22181	10	40	15
22200	10	40	16
22223	10	40	17
22246	10	40	18
22259	10	40	19
22282	10	40	20
22315	10	40	21
22330	10	40	22
22341	10	40	23
22351	10	41	1
22366	10	41	2
22384	10	41	3
22408	10	41	4
22432	10	41	5
22448	10	41	6
22458	10	41	7
22479	10	41	8
22511	10	41	9
22526	10	41	10
22545	10	41	11
22559	10	41	12
22581	10	41	13
22596	10	41	14
22617	10	41	15
22639	10	41	16
22652	10	41	17
22665	10	41	18
22683	10	41	19
22709	10	41	20
22726	10	41	21
22747	10	41	22
22762	10	41	23
22772	10	41	24
22793	10	41	25
22810	10	41	26
22829	10	41	27
22857	10	41	28
22871	10	41	29
22881	10	41	30
22902	10	41	31
22922	10	41	32
22944	10	41	33
22957	10	41	34
22975	10	41	35
23000	10	41	36
23027	10	41	37
23039	10	41	38
23053	10	41	39
23070	10	41	40
23085	10	41	41
23097	10	41	42
23123	10	41	43
23144	10	41	44
23165	10	41	45
23188	10	41	46
23213	10	41	47
23224	10	41	48
23251	10	41	49
23269	10	41	50
23289	10	41	51
23308	10	41	52
23321	10	41	53
23332	10	41	54
23358	10	41	55
23385	10	41	56
23412	10	41	57
23430	10	42	1
23445	10	42	2
23466	10	42	3
23476	10	42	4
23491	10	42	5
23508	10	42	6
23533	10	42	7
23561	10	42	8
23570	10	42	9
23591	10	42	10
23602	10	42	11
23613	10	42	12
23624	10	42	13
23649	10	42	14
23661	10	42	15
23678	10	42	16
23702	10	42	17
23709	10	42	18
23727	10	42	19
23743	10	42	20
23759	10	42	21
23787	10	42	22
23812	10	42	23
23823	10	42	24
23846	10	42	25
23873	10	42	26
23883	10	42	27
23907	10	42	28
23933	10	42	29
23950	10	42	30
23966	10	42	31
23974	10	42	32
23993	10	42	33
24019	10	42	34
24044	10	42	35
24066	10	42	36
24085	10	42	37
24108	10	42	38
24138	10	43	1
24145	10	43	2
24168	10	43	3
24187	10	43	4
24198	10	43	5
24215	10	43	6
24230	10	43	7
24267	10	43	8
24292	10	43	9
24311	10	43	10
24319	10	43	11
24353	10	43	12
24374	10	43	13
24384	10	43	14
24409	10	43	15
24437	10	43	16
24468	10	43	17
24485	10	43	18
24524	10	43	19
24539	10	43	20
24551	10	43	21
24577	10	43	22
24593	10	43	23
24616	10	43	24
24636	10	43	25
24653	10	43	26
24673	10	43	27
24690	10	43	28
24703	10	43	29
24728	10	43	30
24747	10	43	31
24758	10	43	32
24792	10	43	33
24812	10	43	34
24833	10	44	1
24858	10	44	2
24881	10	44	3
24891	10	44	4
24920	10	44	5
24935	10	44	6
24945	10	44	7
24966	10	44	8
24987	10	44	9
25002	10	44	10
25020	10	44	11
25032	10	44	12
25050	10	44	13
25062	10	44	14
25078	10	44	15
25098	10	44	16
25129	10	44	17
25155	10	44	18
25180	10	44	19
25192	10	44	20
25217	10	44	21
25227	10	44	22
25245	10	44	23
25261	10	44	24
25274	10	44	25
25282	10	44	26
25310	10	44	27
25322	10	44	28
25338	10	44	29
25356	10	44	30
25373	10	44	31
25393	10	44	32
25415	10	44	33
25432	10	44	34
25451	10	45	1
25479	10	45	2
25492	10	45	3
25514	10	45	4
25533	10	45	5
25553	10	45	6
25571	10	45	7
25590	10	45	8
25618	10	45	9
25641	10	45	10
25664	10	45	11
25682	10	45	12
25695	10	45	13
25716	10	45	14
25729	10	45	15
25743	10	45	16
25763	10	45	17
25781	10	45	18
25804	10	45	19
25826	10	45	20
25839	10	45	21
25859	10	45	22
25878	10	45	23
25904	10	45	24
25918	10	45	25
25929	10	45	26
25952	10	45	27
25978	10	45	28
25992	10	46	1
26010	10	46	2
26026	10	46	3
26044	10	46	4
26059	10	46	5
26087	10	46	6
26107	10	46	7
26122	10	46	8
26136	10	46	9
26146	10	46	10
26163	10	46	11
26170	10	46	12
26197	10	46	13
26207	10	46	14
26215	10	46	15
26237	10	46	16
26251	10	46	17
26270	10	46	18
26288	10	46	19
26295	10	46	20
26315	10	46	21
26334	10	46	22
26345	10	46	23
26349	10	46	24
26359	10	46	25
26377	10	46	26
26398	10	46	27
26418	10	46	28
26435	10	46	29
26458	10	46	30
26473	10	46	31
26500	10	46	32
26518	10	46	33
26528	10	46	34
26555	10	47	1
26584	10	47	2
26596	10	47	3
26614	10	47	4
26648	10	47	5
26660	10	47	6
26694	10	47	7
26710	10	47	8
26720	10	47	9
26750	10	47	10
26761	10	47	11
26787	10	47	12
26805	10	47	13
26828	10	47	14
26858	10	47	15
26887	10	47	16
26900	10	47	17
26941	10	47	18
26983	10	47	19
27020	10	47	20
27045	10	47	21
27061	10	47	22
27089	10	47	23
27113	10	47	24
27146	10	47	25
27159	10	47	26
27188	10	47	27
27205	10	47	28
27227	10	47	29
27264	10	47	30
27282	10	47	31
27296	10	48	1
27321	10	48	2
27340	10	48	3
27357	10	48	4
27381	10	48	5
27406	10	48	6
27419	10	48	7
27449	10	48	8
27459	10	48	9
27479	10	48	10
27499	10	48	11
27516	10	48	12
27528	10	48	13
27551	10	48	14
27578	10	48	15
27606	10	48	16
27636	10	48	17
27665	10	48	18
27681	10	48	19
27711	10	48	20
27739	10	48	21
27757	10	48	22
27776	10	49	1
27795	10	49	2
27805	10	49	3
27817	10	49	4
27831	10	49	5
27838	10	49	6
27858	10	49	7
27873	10	49	8
27885	10	49	9
27901	10	49	10
27919	10	49	11
27940	10	49	12
27949	10	49	13
27963	10	49	14
27970	10	49	15
27991	10	49	16
27998	10	49	17
28014	10	49	18
28018	10	49	19
28025	10	49	20
28034	10	49	21
28041	10	49	22
28052	10	49	23
28060	10	49	24
28078	10	49	25
28100	10	49	26
28119	10	49	27
28133	10	49	28
28154	10	49	29
28177	10	49	30
28206	10	49	31
28227	10	49	32
28239	10	49	33
28258	10	50	1
28270	10	50	2
28288	10	50	3
28305	10	50	4
28330	10	50	5
28357	10	50	6
28368	10	50	7
28388	10	50	8
28407	10	50	9
28420	10	50	10
28446	10	50	11
28477	10	50	12
28485	10	50	13
28516	10	50	14
28536	10	50	15
28559	10	50	16
28572	10	50	17
28601	10	50	18
28615	10	50	19
28626	10	50	20
28646	10	50	21
28663	10	50	22
28679	10	50	23
28695	10	50	24
28727	10	50	25
28745	10	50	26
28763	20	1	1
28777	20	1	2
28782	20	1	3
28786	20	1	4
28792	20	1	5
28806	20	1	6
28818	20	1	7
28836	20	1	8
28847	20	1	9
28859	20	1	10
28883	20	1	11
28903	20	1	12
28919	20	1	13
28927	20	1	14
28954	20	1	15
28973	20	1	16
28997	20	1	17
29018	20	1	18
29039	20	1	19
29065	20	1	20
29078	20	1	21
29091	20	1	22
29112	20	2	1
29123	20	2	2
29140	20	2	3
29174	20	2	4
29184	20	2	5
