CA605	12	************
CA606	5	*****
CA607	7	*******
CA608	6	******
CA609	7	*******
CA610	2	**
CA611	4	****
CA612	3	***
CA613	0	
CA614	1	*
CA615	3	***
CA616	2	**
CA617	6	******
CA618	8	********
CA619	7	*******
CA620	5	*****
CA621	4	****
CA622	3	***
CA623	4	****
CA624	6	******
CA625	5	*****
CA626	0	
CA627	2	**
CA628	1	*
CA629	2	**
CA630	3	***
CA631	0	
CA632	1	*
CA633	4	****
CA634	3	***
CA635	4	****
CA636	2	**
CA637	3	***
CA638	0	
CA639	1	*
CA640	3	***
CA641	5	*****
CA642	6	******
CA643	4	****
CA644	5	*****
CA645	8	********
CA646	7	*******
CA647	6	******
CA648	8	********
CA649	7	*******
CA650	9	*********
CA651	8	********
CA652	9	*********
CA653	6	******
CA654	2	**
CA655	3	***
CA656	4	****
CA657	5	*****
CA658	3	***
CA659	5	*****
CA660	4	****
CA661	5	*****
CA662	7	*******
CA663	8	********
CA664	6	******
CA665	7	*******
CA666	4	****
CA667	9	*********
CA668	8	********
CA669	9	*********
CA670	7	*******
CA671	6	******
CA672	9	*********
CA673	8	********
CA674	9	*********
CA675	7	*******
CA676	5	*****
CA677	8	********
CA678	7	*******
CA679	6	******
CA680	5	*****
CA681	6	******
CA682	3	***
CA683	0	
CA684	1	*
CA685	0	
CA686	1	*
CA687	2	**
CA688	2	**
CA689	1	*
CA690	1	*
CA691	2	**
CA692	1	*
CA693	2	**
CA694	0	
CA695	1	*
CA696	3	***
CA697	2	**
CA698	3	***
CA699	4	****
CA700	2	**
CA701	4	****
CA702	5	*****
CA703	3	***
CA704	5	*****
CA705	4	****
CA706	2	**
CA707	3	***
CA708	4	****
CA709	4	****
CA710	4	****
CA711	6	******
CA712	5	*****
CA713	7	*******
CA714	6	******
CA715	7	*******
CA716	4	****
CA717	4	****
CA718	5	*****
CA719	6	******
CA720	0	
CA721	0	
CA722	2	**
CA723	3	***
CA724	4	****
CA725	1	*
CA726	2	**
CA727	3	***
CA728	4	****
CA729	5	*****
CA730	9	*********
CA731	8	********
CA732	9	*********
CA733	7	*******
CA734	6	******
CA735	6	******
CA736	6	******
CA737	2	**
CA738	3	***
CA739	5	*****
CA740	4	****
CA741	2	**
CA742	3	***
CA743	3	***
CA744	2	**
CA745	2	**
CA746	3	***
CA747	7	*******
CA748	6	******
CA749	5	*****
CA750	7	*******
CA751	6	******
CA752	4	****
CA753	0	
CA754	1	*
CA755	2	**
CA756	5	*****
CA757	5	*****
CA758	4	****
CA759	6	******
CA760	8	********
CA761	7	*******
CA762	5	*****
CA763	6	******
CA764	10	**********
CA765	9	*********
CA766	8	********
CA767	7	*******
CA768	9	*********
CA769	8	********
CA770	9	*********
CA771	10	**********
CA772	11	***********
CA773	12	************
CA774	3	***
CA775	5	*****
CA776	4	****
CA777	5	*****
CA778	0	
CA779	1	*
CA780	2	**
CA781	3	***
CA782	5	*****
CA783	8	********
CA784	7	*******
CA785	6	******
CA786	8	********
CA787	7	*******
CA788	4	****
CA789	5	*****
CA790	5	*****
CA791	6	******
CA792	0	
CA793	1	*
CA794	4	****
CA795	5	*****
CA796	3	***
CA797	2	**
CA798	3	***
CA799	4	****
CA800	7	*******
CA801	8	********
CA802	6	******
CA803	8	********
CA804	7	*******
CA805	8	********
CA806	5	*****
CA807	6	******
CA808	7	*******
CA809	8	********
CA810	0	
CA811	1	*
CA812	2	**
CA813	3	***
CA814	0	
CA815	5	*****
CA816	4	****
CA817	3	***
CA818	4	****
CA819	2	**
CA820	3	***
CA821	1	*
CA822	2	**
CA823	4	****
CA824	4	****
CA825	4	****
CA826	4	****
CA827	5	*****
CA828	6	******
CA829	5	*****
CA830	6	******
CA831	6	******
CA832	6	******
CA833	7	*******
CA834	8	********
CA835	3	***
CA836	4	****
CA837	5	*****
CA838	4	****
CA839	5	*****
CA840	6	******
CA841	4	****
CA842	5	*****
CA843	7	*******
CA844	6	******
CA845	7	*******
CA846	8	********
CA847	1	*
CA848	2	**
CA849	3	***
CA850	0	
CA851	2	**
CA852	1	*
CA853	5	*****
CA854	5	*****
CA855	4	****
CA856	6	******
CA857	5	*****
CA858	3	***
CA859	3	***
CA860	3	***
CA861	4	****
CA862	5	*****
CA863	6	******
CA864	5	*****
CA865	7	*******
CA866	8	********
CA867	6	******
CA868	7	*******
CA869	8	********
CA870	9	*********
CA871	10	**********
CA872	4	****
CA873	5	*****
CA874	7	*******
CA875	6	******
CA876	4	****
CA877	6	******
CA878	6	******
CA879	6	******
CA880	5	*****
CA881	6	******
CA882	8	********
CA883	7	*******
CA884	9	*********
CA885	8	********
CA886	2	**
CA887	4	****
CA888	5	*****
CA889	3	***
CA890	4	****
CA891	5	*****
CA892	5	*****
CA893	6	******
CA894	7	*******
CA895	9	*********
CA896	8	********
CA897	9	*********
CA898	11	***********
CA899	11	***********
CA900	11	***********
CA901	10	**********
CA902	11	***********
CA903	12	************
CA904	2	**
CA905	3	***
CA906	4	****
CA907	0	
CA908	1	*
CA909	3	***
CA910	2	**
CA911	2	**
CA912	2	**
CA913	5	*****
CA914	4	****
CA915	5	*****
CA916	6	******
CA917	3	***
CA918	4	****
CA919	2	**
CA920	4	****
CA921	5	*****
CA922	8	********
CA923	7	*******
CA924	6	******
CA925	3	***
CA926	4	****
CA927	5	*****
CA928	3	***
CA929	4	****
CA930	7	*******
CA931	6	******
CA932	8	********
CA933	9	*********
CA934	7	*******
CA935	8	********
CA936	9	*********
CA937	5	*****
CA938	6	******
CA939	7	*******
CA940	8	********
CA941	9	*********
CA942	3	***
CA943	2	**
CA944	4	****
CA945	3	***
CA946	4	****
CA947	5	*****
CA948	0	
CA949	2	**
CA950	5	*****
CA951	4	****
CA952	7	*******
CA953	6	******
CA954	5	*****
CA955	3	***
CA956	5	*****
CA957	4	****
CA958	7	*******
CA959	6	******
CA960	5	*****
CA961	3	***
CA962	5	*****
CA963	4	****
CA964	7	*******
CA965	6	******
CA966	5	*****
CA967	4	****
CA968	6	******
CA969	5	*****
CA970	8	********
CA971	7	*******
CA972	6	******
CA973	4	****
CA974	6	******
CA975	5	*****
CA976	8	********
CA977	7	*******
CA978	6	******
CA979	4	****
CA980	6	******
CA981	5	*****
CA982	8	********
CA983	7	*******
CA984	6	******
CA985	4	****
CA986	6	******
CA987	5	*****
CA988	8	********
CA989	7	*******
CA990	6	******
CA991	4	****
CA992	6	******
CA993	5	*****
CA994	8	********
CA995	7	*******
CA996	6	******
CA997	4	****
CA998	5	*****
CA999	1	*
CA1000	2	**
CA1001	4	****
CA1002	5	*****
CA1003	5	*****
CA1004	6	******
CA1005	8	********
CA1006	7	*******
CA1007	8	********
CA1008	3	***
CA1009	4	****
CA1010	5	*****
CA1011	4	****
CA1012	4	****
CA1013	3	***
CA1014	3	***
CA1015	0	
CA1016	1	*
CA1017	4	****
CA1018	3	***
CA1019	3	***
CA1020	4	****
CA1021	2	**
CA1022	3	***
CA1023	5	*****
CA1024	4	****
CA1025	0	
CA1026	3	***
CA1027	2	**
CA1028	1	*
CA1029	2	**
CA1030	0	
CA1031	3	***
CA1032	2	**
CA1033	3	***
CA1034	1	*
CA1035	2	**
CA1036	1	*
CA1037	0	
CA1038	1	*
CA1039	0	
CA1040	1	*
CA1041	2	**
CA1042	1	*
CA1043	2	**
CA1044	1	*
CA1045	1	*
CA1046	2	**
CA1047	3	***
CA1048	1	*
CA1049	1	*
CA1050	0	
CA1051	0	
CA1052	0	
CA1053	3	***
CA1054	2	**
CA1055	1	*
CA1056	3	***
CA1057	4	****
CA1058	2	**
CA1059	3	***
CA1060	6	******
CA1061	5	*****
CA1062	7	*******
CA1063	8	********
CA1064	9	*********
CA1065	6	******
CA1066	7	*******
CA1067	4	****
CA1068	6	******
CA1069	5	*****
CA1070	6	******
CA1071	1	*
CA1072	3	***
CA1073	2	**
CA1074	3	***
CA1075	2	**
CA1076	3	***
CA1077	4	****
CA1078	5	*****
CA1079	6	******
CA1080	2	**
CA1081	2	**
CA1082	3	***
CA1083	4	****
CA1084	6	******
CA1085	8	********
CA1086	7	*******
CA1087	9	*********
CA1088	8	********
CA1089	5	*****
CA1090	6	******
CA1091	7	*******
CA1092	2	**
CA1093	3	***
CA1094	4	****
CA1095	0	
CA1096	6	******
CA1097	5	*****
CA1098	4	****
CA1099	3	***
CA1100	2	**
CA1101	6	******
CA1102	5	*****
CA1103	4	****
CA1104	5	*****
CA1105	3	***
CA1106	1	*
CA1107	4	****
CA1108	3	***
CA1109	2	**
CA1110	5	*****
CA1111	4	****
CA1112	3	***
CA1113	6	******
CA1114	5	*****
CA1115	6	******
CA1116	5	*****
CA1117	6	******
CA1118	9	*********
CA1119	8	********
CA1120	7	*******
CA1121	8	********
CA1122	10	**********
CA1123	9	*********
CA1124	10	**********
CA1125	5	*****
CA1126	6	******
CA1127	7	*******
CA1128	9	*********
CA1129	8	********
CA1130	9	*********
CA1131	5	*****
CA1132	5	*****
CA1133	4	****
CA1134	6	******
CA1135	5	*****
CA1136	7	*******
CA1137	8	********
CA1138	9	*********
CA1139	6	******
CA1140	9	*********
CA1141	8	********
CA1142	10	**********
CA1143	12	************
CA1144	11	***********
CA1145	9	*********
CA1146	12	************
CA1147	11	***********
CA1148	12	************
CA1149	10	**********
CA1150	11	***********
CA1151	13	*************
CA1152	14	**************
CA1153	12	************
CA1154	8	********
CA1155	8	********
CA1156	9	*********
CA1157	7	*******
CA1158	8	********
CA1159	8	********
CA1160	9	*********
CA1161	8	********
CA1162	0	
CA1163	1	*
CA1164	3	***
CA1165	2	**
CA1166	4	****
CA1167	3	***
CA1168	5	*****
CA1169	4	****
CA1170	6	******
CA1171	5	*****
CA1172	6	******
CA1173	6	******
CA1174	7	*******
CA1175	8	********
CA1176	5	*****
CA1177	5	*****
CA1178	6	******
CA1179	5	*****
CA1180	7	*******
CA1181	6	******
CA1182	8	********
CA1183	7	*******
CA1184	10	**********
CA1185	9	*********
CA1186	8	********
CA1187	9	*********
CA1188	10	**********
CA1189	11	***********
CA1190	5	*****
CA1191	5	*****
CA1192	5	*****
CA1193	5	*****
CA1194	7	*******
CA1195	6	******
CA1196	7	*******
CA1197	8	********
CA1198	9	*********
CA1199	6	******
CA1200	8	********
CA1201	7	*******
CA1202	7	*******
CA1203	6	******
CA1204	7	*******
CA1205	7	*******
CA1206	9	*********
CA1207	8	********
CA1208	9	*********
CA1209	6	******
CA1210	9	*********
CA1211	8	********
CA1212	9	*********
CA1213	12	************
CA1214	11	***********
CA1215	10	**********
CA1216	7	*******
CA1217	9	*********
CA1218	8	********
CA1219	9	*********
CA1220	10	**********
CA1221	11	***********
CA1222	12	************
CA1223	9	*********
CA1224	6	******
CA1225	7	*******
CA1226	8	********
CA1227	6	******
CA1228	7	*******
CA1229	8	********
CA1230	12	************
CA1231	13	*************
CA1232	11	***********
CA1233	12	************
CA1234	10	**********
CA1235	9	*********
CA1236	10	**********
CA1237	11	***********
CA1238	14	**************
CA1239	13	*************
CA1240	12	************
CA1241	0	
CA1242	2	**
CA1243	3	***
CA1244	5	*****
CA1245	4	****
CA1246	5	*****
CA1247	1	*
CA1248	2	**
CA1249	3	***
CA1250	4	****
CA1251	5	*****
CA1252	6	******
CA1253	1	*
CA1254	3	***
CA1255	4	****
CA1256	2	**
CA1257	4	****
CA1258	5	*****
CA1259	6	******
CA1260	8	********
CA1261	7	*******
CA1262	3	***
CA1263	3	***
CA1264	4	****
CA1265	6	******
CA1266	5	*****
CA1267	6	******
CA1268	3	***
CA1269	5	*****
CA1270	4	****
CA1271	5	*****
CA1272	3	***
CA1273	4	****
CA1274	5	*****
CA1275	6	******
CA1276	7	*******
CA1277	3	***
CA1278	4	****
CA1279	5	*****
CA1280	6	******
CA1281	3	***
CA1282	4	****
CA1283	3	***
CA1284	3	***
CA1285	6	******
CA1286	8	********
CA1287	7	*******
CA1288	5	*****
CA1289	5	*****
CA1290	4	****
CA1291	7	*******
CA1292	6	******
CA1293	7	*******
CA1294	5	*****
CA1295	6	******
CA1296	8	********
CA1297	11	***********
CA1298	10	**********
CA1299	11	***********
CA1300	9	*********
CA1301	12	************
CA1302	11	***********
CA1303	10	**********
CA1304	7	*******
CA1305	9	*********
CA1306	8	********
CA1307	9	*********
CA1308	4	****
CA1309	6	******
CA1310	8	********
CA1311	7	*******
CA1312	8	********
CA1313	5	*****
CA1314	6	******
CA1315	7	*******
CA1316	8	********
CA1317	9	*********
CA1318	9	*********
CA1319	0	
CA1320	2	**
CA1321	3	***
CA1322	1	*
CA1323	2	**
CA1324	4	****
CA1325	3	***
CA1326	4	****
CA1327	1	*
CA1328	1	*
CA1329	4	****
CA1330	3	***
CA1331	2	**
CA1332	2	**
CA1333	2	**
CA1334	4	****
CA1335	3	***
CA1336	1	*
CA1337	2	**
CA1338	4	****
CA1339	5	*****
CA1340	7	*******
CA1341	6	******
CA1342	3	***
CA1343	1	*
CA1344	3	***
CA1345	4	****
CA1346	5	*****
CA1347	2	**
CA1348	2	**
CA1349	2	**
CA1350	3	***
CA1351	4	****
CA1352	5	*****
CA1353	6	******
CA1354	3	***
CA1355	4	****
CA1356	2	**
CA1357	3	***
CA1358	4	****
CA1359	2	**
CA1360	3	***
CA1361	4	****
CA1362	2	**
CA1363	4	****
CA1364	5	*****
CA1365	6	******
CA1366	8	********
CA1367	7	*******
CA1368	9	*********
CA1369	10	**********
CA1370	8	********
CA1371	3	***
CA1372	7	*******
CA1373	6	******
CA1374	5	*****
CA1375	6	******
CA1376	7	*******
CA1377	4	****
CA1378	5	*****
CA1379	1	*
CA1380	3	***
CA1381	5	*****
CA1382	4	****
CA1383	2	**
CA1384	3	***
CA1385	0	
CA1386	0	
CA1387	3	***
CA1388	4	****
CA1389	5	*****
CA1390	7	*******
CA1391	6	******
CA1392	6	******
CA1393	2	**
CA1394	1	*
CA1395	2	**
CA1396	3	***
CA1397	4	****
CA1398	5	*****
CA1399	7	*******
CA1400	8	********
CA1401	9	*********
CA1402	6	******
CA1403	7	*******
CA1404	9	*********
CA1405	8	********
CA1406	9	*********
CA1407	8	********
CA1408	8	********
CA1409	0	
CA1410	1	*
CA1411	3	***
CA1412	2	**
CA1413	6	******
CA1414	5	*****
CA1415	4	****
CA1416	6	******
CA1417	7	*******
CA1418	5	*****
CA1419	7	*******
CA1420	6	******
CA1421	3	***
CA1422	4	****
CA1423	7	*******
CA1424	6	******
CA1425	5	*****
CA1426	0	
CA1427	2	**
CA1428	3	***
CA1429	4	****
CA1430	5	*****
CA1431	7	*******
CA1432	6	******
CA1433	7	*******
CA1434	8	********
CA1435	1	*
CA1436	2	**
CA1437	2	**
CA1438	3	***
CA1439	4	****
CA1440	5	*****
CA1441	0	
CA1442	2	**
CA1443	1	*
CA1444	3	***
CA1445	4	****
CA1446	5	*****
CA1447	6	******
CA1448	8	********
CA1449	10	**********
CA1450	10	**********
CA1451	9	*********
CA1452	10	**********
CA1453	7	*******
CA1454	8	********
CA1455	2	**
CA1456	3	***
CA1457	0	
CA1458	1	*
CA1459	2	**
CA1460	4	****
CA1461	3	***
CA1462	6	******
CA1463	5	*****
CA1464	6	******
CA1465	4	****
CA1466	5	*****
CA1467	0	
CA1468	3	***
CA1469	4	****
CA1470	2	**
CA1471	2	**
CA1472	3	***
CA1473	2	**
CA1474	2	**
CA1475	4	****
CA1476	3	***
CA1477	2	**
CA1478	2	**
CA1479	4	****
CA1480	5	*****
CA1481	6	******
CA1482	7	*******
CA1483	10	**********
CA1484	10	**********
CA1485	9	*********
CA1486	10	**********
CA1487	8	********
CA1488	9	*********
CA1489	3	***
CA1490	4	****
CA1491	5	*****
CA1492	1	*
CA1493	3	***
CA1494	4	****
CA1495	5	*****
CA1496	6	******
CA1497	2	**
CA1498	3	***
CA1499	4	****
CA1500	4	****
CA1501	5	*****
CA1502	3	***
CA1503	4	****
CA1504	3	***
CA1505	4	****
CA1506	5	*****
CA1507	5	*****
CA1508	7	*******
CA1509	6	******
CA1510	7	*******
CA1511	6	******
CA1512	8	********
CA1513	9	*********
CA1514	7	*******
CA1515	9	*********
CA1516	8	********
CA1517	10	**********
CA1518	9	*********
CA1519	11	***********
CA1520	10	**********
CA1521	8	********
CA1522	9	*********
CA1523	11	***********
CA1524	10	**********
CA1525	11	***********
CA1526	6	******
CA1527	8	********
CA1528	10	**********
CA1529	11	***********
CA1530	12	************
CA1531	9	*********
CA1532	10	**********
CA1533	11	***********
CA1534	7	*******
CA1535	10	**********
CA1536	11	***********
CA1537	9	*********
CA1538	8	********
CA1539	9	*********
CA1540	10	**********
CA1541	0	
CA1542	3	***
CA1543	2	**
CA1544	3	***
CA1545	1	*
CA1546	2	**
CA1547	4	****
CA1548	3	***
CA1549	5	*****
CA1550	4	****
CA1551	5	*****
CA1552	7	*******
CA1553	8	********
CA1554	6	******
CA1555	7	*******
CA1556	0	
CA1557	1	*
CA1558	4	****
CA1559	3	***
CA1560	4	****
CA1561	2	**
CA1562	3	***
CA1563	4	****
CA1564	7	*******
CA1565	6	******
CA1566	5	*****
CA1567	2	**
CA1568	0	
CA1569	2	**
CA1570	1	*
CA1571	3	***
CA1572	2	**
CA1573	3	***
CA1574	4	****
CA1575	6	******
CA1576	7	*******
CA1577	9	*********
CA1578	10	**********
CA1579	8	********
CA1580	9	*********
CA1581	10	**********
CA1582	11	***********
CA1583	8	********
CA1584	5	*****
CA1585	2	**
CA1586	3	***
CA1587	4	****
CA1588	2	**
CA1589	3	***
CA1590	4	****
CA1591	7	*******
CA1592	6	******
CA1593	5	*****
CA1594	6	******
CA1595	3	***
CA1596	4	****
CA1597	5	*****
CA1598	3	***
CA1599	5	*****
CA1600	4	****
CA1601	5	*****
CA1602	3	***
CA1603	4	****
CA1604	3	***
CA1605	4	****
CA1606	6	******
CA1607	5	*****
CA1608	3	***
CA1609	4	****
CA1610	5	*****
CA1611	3	***
