3897	<H> <h>
4420	<H>׃<h>
5645	<H> <h>
5912	<H> <h>
6246	<H> <h>
6354	<H> <h>
11761	<H><h>
11762	<H> <h>
12783	<H> <h>
13684	<H>׃<h>
14110	<H><h>
14111	<H> <h>
15746	<H> <h>
15747	<H> <h>
18151	<H> <h>
19427	<H> <h>
19601	<H> <h>
19769	<H> <h>
21836	<H> <h>
24701	<H><h>
24702	<H>׃<h>
27914	<H> <h>
27923	<H> <h>
27939	<H>׃<h>
30192	<H>־<h>
30193	<H> <h>
37379	<H><h>
37380	<H> <h>
37523	<H> <h>
40140	<H> <h>
40666	<H> <h>
40987	<H> <h>
43528	<H><h>
43529	<H> <h>
44203	<H><h>
44204	<H> <h>
46879	<H><h>
46880	<H> <h>
46926	<H><h>
46927	<H> <h>
48666	<H> <h>
50063	<H>׃<h>
51145	<H> <h>
51662	<H> <h>
57312	<H> <h>
58183	<H> <h>
62666	<H> <h>
65030	<H> <h>
66152	<H><h>
66153	<H> <h>
67707	<H> <h>
69763	<H> <h>
77627	<H> <h>
79134	<H><h>
79135	<H> <h>
80269	<H> <h>
83722	<H><h>
83723	<H> <h>
84904	<H>־<h>
86066	<H> <h>
90013	<H> <h>
91464	<H><h>
91465	<H> <h>
94390	<H> <h>
96495	<H>׃<h>
97633	<H> <h>
98050	<H> <h>
101372	<H><h>
101373	<H> <h>
104933	<H> <h>
105541	<H><h>
105542	<H> <h>
105549	<H><h>
105550	<H> <h>
105560	<H><h>
105561	<H> <h>
105656	<H><h>
105657	<H><h>
105658	<H>׃<h>
105662	<H><h>
105663	<H> <h>
105722	<H> <h>
105755	<H><h>
105756	<H> <h>
105791	<H><h>
105792	<H> <h>
105812	<H><h>
105813	<H><h>
105814	<H><h>
105815	<H> <h>
105820	<H><h>
105821	<H><h>
105822	<H> <h>
105846	<H><h>
105847	<H> <h>
105857	<H> <h>
105878	<H><h>
105879	<H> <h>
107857	<H> <h>
108612	<H><h>
108613	<H><h>
108614	<H><h>
108615	<H> <h>
108676	<H> <h>
110034	<H><h>
110035	<H> <h>
111601	<H> <h>
112262	<H> <h>
112263	<H> <h>
112364	<H> <h>
113664	<H> <h>
114012	<H><h>
114013	<H> <h>
114324	<H><h>
114325	<H> <h>
114776	<H><h>
114777	<H> <h>
114971	<H> <h>
115440	<H><h>
115441	<H> <h>
115491	<H><h>
115492	<H> <h>
115550	<H> <h>
115659	<H> <h>
116601	<H><h>
116602	<H> <h>
117078	<H> <h>
117201	<H><h>
117202	<H><h>
117203	<H> <h>
117878	<H><h>
117879	<H> <h>
117892	<H>־<h>
121455	<H><h>
121456	<H> <h>
122032	<H><h>
122033	<H> <h>
122073	<H><h>
122074	<H> <h>
122161	<H> <h>
122231	<H> <h>
123138	<H><h>
123139	<H> <h>
123188	<H><h>
123189	<H> <h>
123288	<H><h>
123289	<H> ׀ <h>
123290	<H> <h>
123356	<H><h>
123357	<H> <h>
123685	<H><h>
123686	<H> <h>
123799	<H><h>
123800	<H> <h>
124347	<H> <h>
124906	<H> <h>
125395	<H><h>
125396	<H> <h>
126707	<H><h>
126708	<H> <h>
126818	<H><h>
126819	<H> <h>
127024	<H><h>
127025	<H> <h>
128003	<H> <h>
129625	<H><h>
129626	<H> <h>
130510	<H><h>
130511	<H> <h>
131762	<H> <h>
132004	<H><h>
132005	<H>׃<h>
133053	<H> <h>
133118	<H> <h>
135314	<H><h>
135315	<H>׃<h>
136074	<H> <h>
137645	<H> <h>
137732	<H><h>
137733	<H>׃<h>
137794	<H><h>
137795	<H> <h>
137811	<H><h>
137812	<H> <h>
137835	<H><h>
137836	<H> <h>
138021	<H><h>
138022	<H> <h>
139141	<H><h>
139142	<H> <h>
139399	<H> <h>
139597	<H><h>
139598	<H> <h>
139748	<H><h>
139749	<H> <h>
140161	<H> <h>
140162	<H> <h>
